CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036SU","EARTH","TEME","UTC","SGP4","2020-10-02T07:24:58.754304","14.46554567","0.00679600","74.0609","97.2986","262.1776","97.1664","0","U","34451","999","60994","0.00020630000000","0.00000736","0.0000000000000","7115.060","99.546","785.279","688.572","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162613212","0 COSMOS 2251 DEB","1 34451U 93036SU  20276.30901336 +.00000736 +00000-0 +20630-3 0  9990","2 34451 074.0609 097.2986 0067960 262.1776 097.1664 14.46554567609943"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036SV","EARTH","TEME","UTC","SGP4","2020-10-02T10:15:39.138048","14.79312184","0.01199480","74.0472","8.8047","232.5115","247.9419","0","U","34452","999","62435","0.00008487400000","0.00000672","0.0000000000000","7009.633","97.342","715.577","547.418","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162614067","0 COSMOS 2251 DEB","1 34452U 93036SV  20276.42753632 +.00000672 +00000-0 +84874-4 0  9998","2 34452 074.0472 008.8047 0119948 232.5115 247.9419 14.79312184624358"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036SW","EARTH","TEME","UTC","SGP4","2020-10-02T09:41:00.677184","14.49523140","0.00465850","74.1669","128.5835","162.9091","261.5013","0","U","34453","999","61061","0.00016721000000","0.00000623","0.0000000000000","7105.343","99.343","760.308","694.108","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162612774","0 COSMOS 2251 DEB","1 34453U 93036SW  20276.40348006 +.00000623 +00000-0 +16721-3 0  9993","2 34453 074.1669 128.5835 0046585 162.9091 261.5013 14.49523140610617"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036SX","EARTH","TEME","UTC","SGP4","2020-10-02T10:09:44.088480","14.35656856","0.00377890","74.0601","159.9307","337.9336","22.0188","0","U","34454","999","60819","0.00007526000000","0.00000193","0.0000000000000","7151.021","100.302","799.909","745.863","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162613870","0 COSMOS 2251 DEB","1 34454U 93036SX  20276.42342695 +.00000193 +00000-0 +75260-4 0  9990","2 34454 074.0601 159.9307 0037789 337.9336 022.0188 14.35656856608196"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036SZ","EARTH","TEME","UTC","SGP4","2020-10-02T00:00:32.610816","14.48117495","0.00587200","74.0452","128.2861","286.5303","72.9411","0","U","34456","999","60889","0.00038690000000","0.00001443","0.0000000000000","7109.940","99.439","773.555","690.056","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162613824","0 COSMOS 2251 DEB","1 34456U 93036SZ  20276.00037744 +.00001443 +00000-0 +38690-3 0  9996","2 34456 074.0452 128.2861 0058720 286.5303 072.9411 14.48117495608892"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TA","EARTH","TEME","UTC","SGP4","2020-10-02T08:24:20.604672","14.63356822","0.01017860","74.0010","232.4079","108.6630","51.1978","0","U","34457","999","61667","0.00015530000000","0.00000832","0.0000000000000","7060.492","98.403","754.223","610.491","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162612696","0 COSMOS 2251 DEB","1 34457U 93036TA  20276.35023848 +.00000832 +00000-0 +15530-3 0  9994","2 34457 074.0010 232.4079 0101786 108.6630 051.1978 14.63356822616678"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TB","EARTH","TEME","UTC","SGP4","2020-10-02T11:03:18.133056","14.50670223","0.00158780","74.0288","57.8109","225.0945","190.1985","0","U","34458","999","61123","0.00030032000000","0.00001154","0.0000000000000","7101.597","99.264","734.738","712.186","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162615039","0 COSMOS 2251 DEB","1 34458U 93036TB  20276.46062654 +.00001154 +00000-0 +30032-3 0  9997","2 34458 074.0288 057.8109 0015878 225.0945 190.1985 14.50670223611237"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TC","EARTH","TEME","UTC","SGP4","2020-10-02T09:47:06.809280","13.97302778","0.01963690","74.0781","281.9872","87.4243","274.9351","0","U","34459","999","59189","0.00009389600000","0.00000133","0.0000000000000","7281.287","103.055","1046.134","760.170","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162613259","0 COSMOS 2251 DEB","1 34459U 93036TC  20276.40771770 +.00000133 +00000-0 +93896-4 0  9992","2 34459 074.0781 281.9872 0196369 087.4243 274.9351 13.97302778591893"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TH","EARTH","TEME","UTC","SGP4","2020-10-02T12:21:42.154272","14.64368877","0.00537250","74.0234","207.8056","119.8550","359.3951","0","U","34464","999","61813","0.00014197000000","0.00000734","0.0000000000000","7057.239","98.335","717.019","641.189","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162613457","0 COSMOS 2251 DEB","1 34464U 93036TH  20276.51507123 +.00000734 +00000-0 +14197-3 0  9992","2 34464 074.0234 207.8056 0053725 119.8550 359.3951 14.64368877618130"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TJ","EARTH","TEME","UTC","SGP4","2020-10-02T11:40:19.255008","14.52759391","0.00924310","74.0757","58.7693","207.4504","152.1761","0","U","34465","999","61134","0.00035675000000","0.00001519","0.0000000000000","7094.787","99.121","782.230","651.074","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162614308","0 COSMOS 2251 DEB","1 34465U 93036TJ  20276.48633397 +.00001519 +00000-0 +35675-3 0  9998","2 34465 074.0757 058.7693 0092431 207.4504 152.1761 14.52759391611347"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TM","EARTH","TEME","UTC","SGP4","2020-10-02T11:50:46.226976","14.42846283","0.00822060","74.0158","53.0662","295.3442","63.9217","0","U","34468","999","61068","0.00004423300000","0.00000125","0.0000000000000","7127.246","99.802","807.702","690.521","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162614019","0 COSMOS 2251 DEB","1 34468U 93036TM  20276.49359059 +.00000125 +00000-0 +44233-4 0  9995","2 34468 074.0158 053.0662 0082206 295.3442 063.9217 14.42846283610682"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TN","EARTH","TEME","UTC","SGP4","2020-10-02T10:15:46.932192","14.65224048","0.00107590","74.0153","289.0368","171.5201","188.6151","0","U","34469","999","61529","0.00035199000000","0.00001867","0.0000000000000","7054.493","98.278","683.948","668.768","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162614523","0 COSMOS 2251 DEB","1 34469U 93036TN  20276.42762653 +.00001867 +00000-0 +35199-3 0  9991","2 34469 074.0153 289.0368 0010759 171.5201 188.6151 14.65224048615292"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TR","EARTH","TEME","UTC","SGP4","2020-10-02T06:39:39.434400","13.64421668","0.03439280","74.0852","319.1472","164.1273","197.0955","0","U","34472","999","57855","0.00021862000000","0.00000242","0.0000000000000","7397.803","105.539","1274.099","765.236","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162614477","0 COSMOS 2251 DEB","1 34472U 93036TR  20276.27753975 +.00000242 +00000-0 +21862-3 0  9993","2 34472 074.0852 319.1472 0343928 164.1273 197.0955 13.64421668578555"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TS","EARTH","TEME","UTC","SGP4","2020-10-02T07:30:21.066912","14.47414017","0.00229050","74.0309","92.1461","240.4139","186.6981","0","U","34473","999","61073","0.00029690000000","0.00001065","0.0000000000000","7112.244","99.487","750.399","717.818","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162611685","0 COSMOS 2251 DEB","1 34473U 93036TS  20276.31274383 +.00001065 +00000-0 +29690-3 0  9991","2 34473 074.0309 092.1461 0022905 240.4139 186.6981 14.47414017610739"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TT","EARTH","TEME","UTC","SGP4","2020-10-02T11:23:56.097312","13.94109271","0.02276660","74.0839","354.2835","164.9326","208.9778","0","U","34474","999","58989","0.00024898000000","0.00000386","0.0000000000000","7292.402","103.291","1080.290","748.244","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162613904","0 COSMOS 2251 DEB","1 34474U 93036TT  20276.47495483 +.00000386 +00000-0 +24898-3 0  9995","2 34474 074.0839 354.2835 0227666 164.9326 208.9778 13.94109271589892"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036TV","EARTH","TEME","UTC","SGP4","2020-10-02T04:15:40.650912","13.64021255","0.03701030","74.0159","336.9076","241.1381","115.2126","0","U","34476","999","57649","0.00116940000000","0.00001458","0.0000000000000","7399.250","105.570","1294.964","747.267","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162613504","0 COSMOS 2251 DEB","1 34476U 93036TV  20276.17755383 +.00001458 +00000-0 +11694-2 0  9992","2 34476 074.0159 336.9076 0370103 241.1381 115.2126 13.64021255576498"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T22:26:10","18 SPCS","COSMOS 2251 DEB","1993-036TW","EARTH","TEME","UTC","SGP4","2020-10-02T16:54:39.054816","14.44803219","0.00924710","73.9841","36.4779","306.2347","119.3099","0","U","34477","999","61185","0.00010270000000","0.00000346","0.0000000000000","7120.809","99.667","808.521","676.827","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840328","162625916","0 COSMOS 2251 DEB","1 34477U 93036TW  20276.70461869  .00000346  00000-0  10270-3 0  9990","2 34477  73.9841  36.4779 0092471 306.2347 119.3099 14.44803219611852"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T22:26:10","18 SPCS","COSMOS 2251 DEB","1993-036TX","EARTH","TEME","UTC","SGP4","2020-10-02T12:58:31.302048","14.50600917","0.00983630","74.0636","48.7746","34.8664","94.1969","0","U","34478","999","61268","0.00016101000000","0.00000642","0.0000000000000","7101.823","99.269","793.544","653.832","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840318","162625299","0 COSMOS 2251 DEB","1 34478U 93036TX  20276.54064007  .00000642  00000-0  16101-3 0  9994","2 34478  74.0636  48.7746 0098363  34.8664  94.1969 14.50600917612684"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036UA","EARTH","TEME","UTC","SGP4","2020-10-02T09:29:05.396640","14.25654688","0.00753430","73.9796","263.3010","145.3835","338.5082","0","U","34481","999","60366","0.00007016600000","0.00000146","0.0000000000000","7184.429","101.006","860.423","752.164","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162614260","0 COSMOS 2251 DEB","1 34481U 93036UA  20276.39520135 +.00000146 +00000-0 +70166-4 0  9991","2 34481 073.9796 263.3010 0075343 145.3835 338.5082 14.25654688603668"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","COSMOS 2251 DEB","1993-036UB","EARTH","TEME","UTC","SGP4","2020-10-02T04:16:58.821312","14.39098525","0.00754220","74.0509","172.0913","346.3808","166.3941","0","U","34482","999","60727","0.00025728000000","0.00000795","0.0000000000000","7139.615","100.062","815.328","707.632","DEBRIS","SMALL","CIS","1993-06-16","PKMTR","","2840178","162612884","0 COSMOS 2251 DEB","1 34482U 93036UB  20276.17845858 +.00000795 +00000-0 +25728-3 0  9993","2 34482 074.0509 172.0913 0075422 346.3808 166.3941 14.39098525607271"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T22:26:10","18 SPCS","IRIDIUM 33 DEB","1997-051GB","EARTH","TEME","UTC","SGP4","2020-10-02T20:06:51.930720","14.51958735","0.00202190","86.4088","120.2888","124.7079","246.8863","0","U","34486","999","61321","0.00018632000000","0.00000775","0.0000000000000","7097.395","99.176","733.610","704.910","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840296","162624982","0 IRIDIUM 33 DEB","1 34486U 97051GB  20276.83810105  .00000775  00000-0  18632-3 0  9992","2 34486  86.4088 120.2888 0020219 124.7079 246.8863 14.51958735613212"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051GC","EARTH","TEME","UTC","SGP4","2020-10-02T07:10:05.336832","14.39965983","0.00302210","86.3394","105.9392","264.7999","269.7431","0","U","34487","999","60922","0.00004391200000","0.00000158","0.0000000000000","7136.747","100.002","780.180","737.044","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162612427","0 IRIDIUM 33 DEB","1 34487U 97051GC  20276.29867288 +.00000158 +00000-0 +43912-4 0  9992","2 34487 086.3394 105.9392 0030221 264.7999 269.7431 14.39965983609222"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T14:36:09","18 SPCS","IRIDIUM 33 DEB","1997-051GD","EARTH","TEME","UTC","SGP4","2020-10-02T04:28:27.112224","14.55502005","0.00271190","86.3433","79.3507","84.7613","275.6688","0","U","34488","999","61467","0.00019591000000","0.00000879","0.0000000000000","7085.871","98.934","726.953","688.520","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840152","162601708","0 IRIDIUM 33 DEB","1 34488U 97051GD  20276.18642491  .00000879  00000-0  19591-3 0  9993","2 34488  86.3433  79.3507 0027119  84.7613 275.6688 14.55502005614679"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051GE","EARTH","TEME","UTC","SGP4","2020-10-02T11:16:37.375392","14.40191960","0.00808940","86.4150","178.8650","56.2116","304.6753","0","U","34489","999","60451","0.00073038000000","0.00002420","0.0000000000000","7136.001","99.986","815.592","700.140","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613745","0 IRIDIUM 33 DEB","1 34489U 97051GE  20276.46987703 +.00002420 +00000-0 +73038-3 0  9993","2 34489 086.4150 178.8650 0080894 056.2116 304.6753 14.40191960604518"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051GF","EARTH","TEME","UTC","SGP4","2020-10-02T09:07:30.789408","14.87357694","0.00534200","86.3216","52.0457","147.2242","270.6919","0","U","34490","999","61662","0.00059578000000","0.00005552","0.0000000000000","6984.332","96.815","643.507","568.886","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613096","0 IRIDIUM 33 DEB","1 34490U 97051GF  20276.38021747 +.00005552 +00000-0 +59578-3 0  9995","2 34490 086.3216 052.0457 0053420 147.2242 270.6919 14.87357694616626"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T06:36:11","18 SPCS","IRIDIUM 33 DEB","1997-051GH","EARTH","TEME","UTC","SGP4","2020-10-01T23:07:58.254816","13.88346666","0.03089550","86.4968","346.2198","345.6832","134.9705","0","U","34492","999","58527","0.00155870000000","0.00002746","0.0000000000000","7312.567","103.720","1160.358","708.507","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2839901","162596593","0 IRIDIUM 33 DEB","1 34492U 97051GH  20275.96386869  .00002746  00000-0  15587-2 0  9992","2 34492  86.4968 346.2198 0308955 345.6832 134.9705 13.88346666585276"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T22:26:10","18 SPCS","IRIDIUM 33 DEB","1997-051GJ","EARTH","TEME","UTC","SGP4","2020-10-02T19:46:48.012384","14.67081216","0.00591270","86.2650","43.1420","252.0687","107.4075","0","U","34493","999","61313","0.00058060000000","0.00003368","0.0000000000000","7048.538","98.154","712.079","628.727","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840353","162625894","0 IRIDIUM 33 DEB","1 34493U 97051GJ  20276.82416681  .00003368  00000-0  58060-3 0  9990","2 34493  86.2650  43.1420 0059127 252.0687 107.4075 14.67081216613134"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T22:26:10","18 SPCS","IRIDIUM 33 DEB","1997-051GM","EARTH","TEME","UTC","SGP4","2020-10-02T11:11:01.199904","14.43754632","0.00786360","86.3925","176.7017","146.8382","213.7784","0","U","34496","999","60341","0.00083770000000","0.00002978","0.0000000000000","7124.257","99.739","802.144","690.099","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840345","162626141","0 IRIDIUM 33 DEB","1 34496U 97051GM  20276.46598611  .00002978  00000-0  83770-3 0  9999","2 34496  86.3925 176.7017 0078636 146.8382 213.7784 14.43754632603417"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T06:26:10","18 SPCS","IRIDIUM 33 DEB","1997-051GN","EARTH","TEME","UTC","SGP4","2020-10-02T02:40:19.278336","14.20247364","0.00888260","86.2803","135.9942","287.2447","198.8459","0","U","34497","999","60036","0.00014184000000","0.00000333","0.0000000000000","7202.653","101.390","888.496","760.540","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2839753","162592708","0 IRIDIUM 33 DEB","1 34497U 97051GN  20276.11133424  .00000333  00000-0  14184-3 0  9995","2 34497  86.2803 135.9942 0088826 287.2447 198.8459 14.20247364600367"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051GU","EARTH","TEME","UTC","SGP4","2020-10-02T13:07:40.148544","14.59114695","0.00090040","86.3179","55.8595","212.9291","147.1358","0","U","34503","999","61496","0.00009178800000","0.00000454","0.0000000000000","7074.171","98.689","702.405","689.666","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162612580","0 IRIDIUM 33 DEB","1 34503U 97051GU  20276.54699246 +.00000454 +00000-0 +91788-4 0  9999","2 34503 086.3179 055.8595 0009004 212.9291 147.1358 14.59114695614967"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051GZ","EARTH","TEME","UTC","SGP4","2020-10-02T10:36:09.009216","14.24828341","0.00767320","86.3824","174.0239","189.6685","170.3035","0","U","34508","999","60208","0.00020827000000","0.00000520","0.0000000000000","7187.206","101.064","864.220","753.922","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613886","0 IRIDIUM 33 DEB","1 34508U 97051GZ  20276.44177094 +.00000520 +00000-0 +20827-3 0  9994","2 34508 086.3824 174.0239 0076732 189.6685 170.3035 14.24828341602089"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HC","EARTH","TEME","UTC","SGP4","2020-10-02T08:53:09.967200","14.49418771","0.00300370","86.3879","129.7505","153.0566","261.0910","0","U","34511","999","60970","0.00040027000000","0.00001560","0.0000000000000","7105.684","99.350","748.892","706.206","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613143","0 IRIDIUM 33 DEB","1 34511U 97051HC  20276.37025425 +.00001560 +00000-0 +40027-3 0  9999","2 34511 086.3879 129.7505 0030037 153.0566 261.0910 14.49418771609702"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HJ","EARTH","TEME","UTC","SGP4","2020-10-02T11:39:47.268000","14.80577365","0.00070650","86.3603","69.5672","72.7812","347.4558","0","U","34517","999","61642","0.00055072000000","0.00004248","0.0000000000000","7005.639","97.259","632.453","622.554","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162612712","0 IRIDIUM 33 DEB","1 34517U 97051HJ  20276.48596375 +.00004248 +00000-0 +55072-3 0  9996","2 34517 086.3603 069.5672 0007065 072.7812 347.4558 14.80577365616429"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HK","EARTH","TEME","UTC","SGP4","2020-10-02T11:41:48.529536","14.80421579","0.00219500","86.3854","89.7454","273.3883","86.4828","0","U","34518","999","61585","0.00082553000000","0.00006357","0.0000000000000","7006.130","97.269","643.374","612.617","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613568","0 IRIDIUM 33 DEB","1 34518U 97051HK  20276.48736724 +.00006357 +00000-0 +82553-3 0  9998","2 34518 086.3854 089.7454 0021950 273.3883 086.4828 14.80421579615857"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HM","EARTH","TEME","UTC","SGP4","2020-10-02T12:05:19.849344","14.86606229","0.00147950","86.3592","73.7057","157.4036","202.7843","0","U","34520","999","61616","0.00085939000000","0.00007662","0.0000000000000","6986.685","96.864","618.887","598.213","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613275","0 IRIDIUM 33 DEB","1 34520U 97051HM  20276.50370196 +.00007662 +00000-0 +85939-3 0  9992","2 34520 086.3592 073.7057 0014795 157.4036 202.7843 14.86606229616160"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HN","EARTH","TEME","UTC","SGP4","2020-10-02T07:39:02.166048","14.43540244","0.00087740","86.3847","126.3327","124.6170","235.5859","0","U","34521","999","60984","0.00020677000000","0.00000720","0.0000000000000","7124.962","99.754","753.078","740.575","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162614370","0 IRIDIUM 33 DEB","1 34521U 97051HN  20276.31877507 +.00000720 +00000-0 +20677-3 0  9996","2 34521 086.3847 126.3327 0008774 124.6170 235.5859 14.43540244609849"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HP","EARTH","TEME","UTC","SGP4","2020-10-02T08:44:38.181120","14.61652437","0.00392870","86.3624","120.8750","192.7488","287.6401","0","U","34522","999","60978","0.00088027000000","0.00004449","0.0000000000000","7065.980","98.518","715.605","660.085","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162614324","0 IRIDIUM 33 DEB","1 34522U 97051HP  20276.36433080 +.00004449 +00000-0 +88027-3 0  9991","2 34522 086.3624 120.8750 0039287 192.7488 287.6401 14.61652437609785"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HR","EARTH","TEME","UTC","SGP4","2020-10-02T06:19:15.602592","14.51617698","0.00395400","86.3396","104.2407","152.0846","208.2493","0","U","34524","999","61030","0.00039080000000","0.00001602","0.0000000000000","7098.506","99.199","748.439","692.304","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613197","0 IRIDIUM 33 DEB","1 34524U 97051HR  20276.26337503 +.00001602 +00000-0 +39080-3 0  9998","2 34524 086.3396 104.2407 0039540 152.0846 208.2493 14.51617698610306"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HS","EARTH","TEME","UTC","SGP4","2020-10-02T08:11:16.775232","14.37201662","0.00041620","86.3741","131.0618","178.2771","355.8967","0","U","34525","999","60799","0.00007634600000","0.00000247","0.0000000000000","7145.896","100.194","770.735","764.787","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162614539","0 IRIDIUM 33 DEB","1 34525U 97051HS  20276.34116638 +.00000247 +00000-0 +76346-4 0  9993","2 34525 086.3741 131.0618 0004162 178.2771 355.8967 14.37201662607992"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HT","EARTH","TEME","UTC","SGP4","2020-10-02T11:02:01.373568","14.75339806","0.00149670","86.3397","75.5254","258.9374","101.0161","0","U","34526","999","61446","0.00070334000000","0.00004799","0.0000000000000","7022.209","97.604","654.584","633.564","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162612759","0 IRIDIUM 33 DEB","1 34526U 97051HT  20276.45973812 +.00004799 +00000-0 +70334-3 0  9997","2 34526 086.3397 075.5254 0014967 258.9374 101.0161 14.75339806614468"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HW","EARTH","TEME","UTC","SGP4","2020-10-02T08:17:37.024224","14.37916102","0.00056300","86.3625","121.4110","329.1021","30.9845","0","U","34529","999","60858","0.00004477300000","0.00000155","0.0000000000000","7143.528","100.144","769.415","761.372","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613957","0 IRIDIUM 33 DEB","1 34529U 97051HW  20276.34556741 +.00000155 +00000-0 +44773-4 0  9997","2 34529 086.3625 121.4110 0005630 329.1021 030.9845 14.37916102608587"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2020-10-02T16:51:42","18 SPCS","IRIDIUM 33 DEB","1997-051HZ","EARTH","TEME","UTC","SGP4","2020-10-02T12:14:12.018912","14.67873237","0.00424700","86.3352","101.5773","81.7896","278.8131","0","U","34532","999","61047","0.00080262000000","0.00004672","0.0000000000000","7046.002","98.101","697.792","637.943","DEBRIS","SMALL","US","1997-09-14","TTMTR","","2840178","162613809","0 IRIDIUM 33 DEB","1 34532U 97051HZ  20276.50986133 +.00004672 +00000-0 +80262-3 0  9991","2 34532 086.3352 101.5773 0042470 081.7896 278.8131 14.67873237610472"
